"","PFAM_IDs","Conserved_W"
"1247","PF02254","0"
"1248","PF02255","0"
"1249","PF02256","0"
"1250","PF02261","0"
"1251","PF02264","0"
"1252","PF02265","0"
"1253","PF02272","0"
"1254","PF02274","0"
"1255","PF02275","0"
"1256","PF02276","0"
"1257","PF02277","0"
"1258","PF02278","0"
"1259","PF02281","0"
"1260","PF02283","0"
"1261","PF02286","0"
"1262","PF02287","0"
"1263","PF02288","0"
"1264","PF02289","0"
"1265","PF02293","0"
"1266","PF02294","1"
"1267","PF02300","0"
"1268","PF02302","0"
"1269","PF02308","0"
"1270","PF02310","0"
"1271","PF02311","0"
"1272","PF02313","0"
"1273","PF02315","1"
"1274","PF02316","0"
"1275","PF02317","0"
"1276","PF02321","0"
"1277","PF02322","0"
"1278","PF02325","0"
"1279","PF02332","0"
"1280","PF02333","0"
"1281","PF02335","0"
"1282","PF02341","0"
"1283","PF02342","0"
"1284","PF02347","0"
"1285","PF02348","0"
"1286","PF02350","0"
"1287","PF02353","0"
"1288","PF02355","0"
"1289","PF02357","0"
"1290","PF02358","0"
"1291","PF02359","0"
"1292","PF02361","0"
"1293","PF02366","0"
"1294","PF02367","0"
"1295","PF02368","0"
"1296","PF02369","0"
"1297","PF02371","0"
"1298","PF02374","0"
"1299","PF02378","0"
"1300","PF02381","0"
"1301","PF02384","0"
"1302","PF02386","0"
"1303","PF02388","0"
"1304","PF02390","0"
"1305","PF02391","0"
"1306","PF02392","0"
"1307","PF02397","0"
"1308","PF02401","0"
"1309","PF02403","0"
"1310","PF02405","0"
"1311","PF02406","0"
"1312","PF02410","1"
"1313","PF02411","0"
"1314","PF02412","0"
"1315","PF02413","0"
"1316","PF02415","0"
"1317","PF02416","0"
"1318","PF02417","0"
"1319","PF02419","0"
"1320","PF02421","0"
"1321","PF02423","0"
"1322","PF02424","0"
"1323","PF02426","0"
"1324","PF02427","1"
"1325","PF02433","0"
"1326","PF02435","0"
"1327","PF02436","0"
"1328","PF02441","0"
"1329","PF02445","0"
"1330","PF02446","0"
"1331","PF02447","0"
"1332","PF02449","0"
"1333","PF02450","0"
"1334","PF02452","0"
"1335","PF02457","0"
"1336","PF02463","0"
"1337","PF02464","0"
"1338","PF02465","0"
"1339","PF02467","0"
"1340","PF02468","0"
"1341","PF02469","0"
"1342","PF02470","0"
"1343","PF02472","0"
"1344","PF02475","0"
"1345","PF02481","0"
"1346","PF02482","0"
"1347","PF02485","0"
"1348","PF02486","0"
"1349","PF02491","0"
"1350","PF02492","0"
"1351","PF02493","0"
"1352","PF02494","0"
"1353","PF02498","0"
"1354","PF02501","0"
"1355","PF02502","0"
"1356","PF02503","0"
"1357","PF02504","0"
"1358","PF02505","0"
"1359","PF02507","1"
"1360","PF02508","0"
"1361","PF02511","0"
"1362","PF02514","0"
"1363","PF02515","0"
"1364","PF02516","0"
"1365","PF02517","0"
"1366","PF02518","0"
"1367","PF02521","0"
"1368","PF02522","0"
"1369","PF02525","0"
"1370","PF02527","0"
"1371","PF02529","0"
"1372","PF02530","0"
"1373","PF02531","1"
"1374","PF02532","0"
"1375","PF02533","1"
"1376","PF02534","0"
"1377","PF02535","0"
"1378","PF02537","0"
"1379","PF02538","0"
"1380","PF02540","0"
"1381","PF02541","0"
"1382","PF02542","0"
"1383","PF02543","0"
"1384","PF02545","0"
"1385","PF02547","0"
"1386","PF02548","0"
"1387","PF02550","0"
"1388","PF02552","0"
"1389","PF02553","0"
"1390","PF02554","0"
"1391","PF02556","0"
"1392","PF02557","0"
"1393","PF02558","0"
"1394","PF02559","0"
"1395","PF02560","0"
"1396","PF02561","0"
"1397","PF02562","0"
"1398","PF02563","0"
"1399","PF02565","0"
"1400","PF02566","0"
"1401","PF02567","0"
"1402","PF02568","0"
"1403","PF02569","0"
"1404","PF02570","0"
"1405","PF02571","0"
"1406","PF02572","0"
"1407","PF02574","0"
"1408","PF02575","0"
"1409","PF02576","0"
"1410","PF02577","0"
"1411","PF02578","0"
"1412","PF02579","0"
"1413","PF02580","0"
"1414","PF02581","0"
"1415","PF02582","0"
"1416","PF02583","0"
"1417","PF02585","0"
"1418","PF02586","0"
"1419","PF02588","0"
"1420","PF02589","0"
"1421","PF02590","0"
"1422","PF02591","0"
"1423","PF02592","0"
"1424","PF02593","0"
"1425","PF02594","0"
"1426","PF02595","0"
"1427","PF02596","0"
"1428","PF02597","0"
"1429","PF02598","0"
"1430","PF02599","0"
"1431","PF02600","0"
"1432","PF02601","0"
"1433","PF02602","0"
"1434","PF02603","0"
"1435","PF02604","0"
"1436","PF02605","1"
"1437","PF02606","0"
"1438","PF02607","0"
"1439","PF02608","0"
"1440","PF02609","0"
"1441","PF02610","0"
"1442","PF02611","0"
"1443","PF02613","0"
"1444","PF02614","0"
"1445","PF02615","0"
"1446","PF02616","0"
"1447","PF02617","0"
"1448","PF02618","0"
"1449","PF02620","0"
"1450","PF02621","0"
"1451","PF02622","0"
"1452","PF02623","0"
"1453","PF02624","0"
"1454","PF02625","0"
"1455","PF02626","0"
"1456","PF02627","0"
"1457","PF02628","0"
"1458","PF02629","0"
"1459","PF02630","0"
"1460","PF02631","0"
"1461","PF02632","0"
"1462","PF02633","0"
"1463","PF02634","0"
"1464","PF02635","0"
"1465","PF02636","0"
"1466","PF02637","0"
"1467","PF02638","0"
"1468","PF02639","0"
"1469","PF02641","0"
"1470","PF02643","0"
"1471","PF02645","0"
"1472","PF02646","0"
"1473","PF02649","0"
"1474","PF02650","0"
"1475","PF02652","0"
"1476","PF02653","0"
"1477","PF02654","0"
"1478","PF02655","0"
"1479","PF02656","0"
"1480","PF02657","0"
"1481","PF02659","0"
"1482","PF02660","0"
"1483","PF02661","0"
"1484","PF02662","0"
"1485","PF02663","0"
"1486","PF02664","0"
"1487","PF02665","0"
"1488","PF02666","0"
"1489","PF02667","0"
"1490","PF02668","0"
"1491","PF02669","0"
"1492","PF02670","0"
"1493","PF02672","0"
"1494","PF02673","0"
"1495","PF02674","0"
"1496","PF02675","0"
"1497","PF02676","0"
"1498","PF02677","0"
"1499","PF02678","0"
"1500","PF02679","0"
"1501","PF02680","0"
"1502","PF02681","0"
"1503","PF02682","0"
"1504","PF02683","0"
"1505","PF02684","0"
"1506","PF02685","0"
"1507","PF02686","0"
"1508","PF02687","0"
"1509","PF02690","0"
"1510","PF02694","0"
"1511","PF02696","0"
"1512","PF02697","0"
"1513","PF02698","0"
"1514","PF02699","0"
"1515","PF02700","0"
"1516","PF02702","0"
"1517","PF02705","0"
"1518","PF02706","0"
"1519","PF02709","0"
"1520","PF02719","0"
"1521","PF02720","0"
"1522","PF02727","0"
"1523","PF02728","0"
"1524","PF02729","0"
"1525","PF02730","0"
"1526","PF02732","0"
"1527","PF02733","0"
"1528","PF02734","0"
"1529","PF02735","0"
"1530","PF02737","0"
"1531","PF02738","0"
"1532","PF02739","0"
"1533","PF02741","0"
"1534","PF02742","0"
"1535","PF02743","0"
"1536","PF02744","0"
"1537","PF02745","0"
"1538","PF02746","0"
"1539","PF02747","0"
"1540","PF02748","0"
"1541","PF02749","0"
"1542","PF02753","0"
"1543","PF02754","0"
"1544","PF02767","0"
"1545","PF02768","0"
"1546","PF02769","0"
"1547","PF02770","0"
"1548","PF02771","0"
"1549","PF02772","0"
"1550","PF02773","0"
"1551","PF02774","0"
"1552","PF02775","0"
"1553","PF02776","0"
"1554","PF02777","0"
"1555","PF02778","0"
"1556","PF02779","0"
"1557","PF02780","0"
"1558","PF02781","0"
"1559","PF02782","0"
"1560","PF02783","0"
"1561","PF02784","0"
"1562","PF02785","0"
"1563","PF02786","0"
"1564","PF02787","0"
"1565","PF02788","0"
"1566","PF02789","0"
"1567","PF02790","0"
"1568","PF02794","0"
"1569","PF02796","0"
"1570","PF02797","0"
"1571","PF02798","0"
"1572","PF02800","0"
"1573","PF02801","0"
"1574","PF02803","0"
"1575","PF02805","0"
"1576","PF02806","0"
"1577","PF02810","0"
"1578","PF02811","0"
"1579","PF02812","0"
"1580","PF02814","0"
"1581","PF02817","0"
"1582","PF02823","0"
"1583","PF02824","0"
"1584","PF02826","0"
"1585","PF02829","0"
"1586","PF02830","0"
"1587","PF02833","0"
"1588","PF02834","0"
"1589","PF02836","0"
"1590","PF02837","0"
"1591","PF02838","0"
"1592","PF02839","0"
"1593","PF02843","0"
"1594","PF02844","0"
"1595","PF02852","0"
"1596","PF02861","0"
"1597","PF02863","0"
"1598","PF02866","0"
"1599","PF02867","0"
"1600","PF02868","0"
"1601","PF02870","0"
"1602","PF02872","0"
"1603","PF02873","0"
"1604","PF02874","0"
"1605","PF02875","0"
"1606","PF02878","0"
"1607","PF02879","0"
"1608","PF02880","0"
"1609","PF02881","0"
"1610","PF02882","0"
"1611","PF02884","0"
"1612","PF02885","0"
"1613","PF02887","0"
"1614","PF02889","1"
"1615","PF02894","0"
"1616","PF02895","0"
"1617","PF02896","0"
"1618","PF02897","0"
"1619","PF02898","2"
"1620","PF02899","0"
"1621","PF02900","0"
"1622","PF02901","0"
"1623","PF02902","0"
"1624","PF02903","0"
"1625","PF02906","0"
"1626","PF02909","0"
"1627","PF02910","0"
"1628","PF02911","0"
"1629","PF02912","0"
"1630","PF02913","0"
"1631","PF02914","0"
"1632","PF02915","0"
"1633","PF02920","0"
"1634","PF02922","0"
"1635","PF02924","0"
"1636","PF02926","0"
"1637","PF02927","0"
"1638","PF02929","0"
"1639","PF02933","0"
"1640","PF02934","0"
"1641","PF02938","0"
"1642","PF02941","0"
"1643","PF02943","0"
"1644","PF02945","0"
"1645","PF02951","0"
"1646","PF02952","0"
"1647","PF02954","0"
"1648","PF02955","0"
"1649","PF02958","0"
"1650","PF02962","0"
"1651","PF02965","0"
"1652","PF02971","0"
"1653","PF02974","0"
"1654","PF02975","2"
"1655","PF02976","0"
"1656","PF02978","0"
"1657","PF02979","0"
"1658","PF02983","0"
"1659","PF02985","0"
"1660","PF02996","0"
"1661","PF03006","0"
"1662","PF03007","0"
"1663","PF03008","0"
"1664","PF03009","0"
"1665","PF03013","0"
"1666","PF03022","0"
"1667","PF03023","0"
"1668","PF03029","0"
"1669","PF03030","0"
"1670","PF03031","0"
"1671","PF03033","0"
"1672","PF03040","0"
"1673","PF03050","0"
"1674","PF03051","0"
"1675","PF03054","0"
"1676","PF03055","0"
"1677","PF03059","0"
"1678","PF03060","0"
"1679","PF03061","0"
"1680","PF03062","1"
"1681","PF03063","0"
"1682","PF03065","0"
"1683","PF03067","0"
"1684","PF03069","0"
"1685","PF03070","0"
"1686","PF03073","0"
"1687","PF03079","0"
"1688","PF03083","0"
"1689","PF03088","0"
"1690","PF03090","0"
"1691","PF03091","0"
"1692","PF03092","0"
"1693","PF03098","0"
"1694","PF03099","0"
"1695","PF03100","0"
"1696","PF03102","0"
"1697","PF03104","0"
"1698","PF03109","0"
"1699","PF03116","0"
"1700","PF03118","0"
"1701","PF03119","0"
"1702","PF03120","0"
"1703","PF03123","0"
"1704","PF03129","0"
"1705","PF03130","0"
"1706","PF03135","0"
"1707","PF03136","0"
"1708","PF03143","0"
"1709","PF03144","0"
"1710","PF03147","0"
"1711","PF03150","0"
"1712","PF03160","0"
"1713","PF03161","0"
"1714","PF03162","0"
"1715","PF03167","0"
"1716","PF03168","0"
"1717","PF03169","0"
"1718","PF03170","0"
"1719","PF03171","0"
"1720","PF03173","0"
"1721","PF03174","0"
"1722","PF03176","0"
"1723","PF03180","0"
"1724","PF03186","0"
"1725","PF03190","0"
"1726","PF03192","0"
"1727","PF03193","0"
"1728","PF03200","0"
"1729","PF03201","0"
"1730","PF03203","0"
"1731","PF03205","0"
"1732","PF03206","0"
"1733","PF03209","0"
"1734","PF03211","0"
"1735","PF03212","0"
"1736","PF03214","0"
"1737","PF03217","0"
"1738","PF03219","0"
"1739","PF03222","0"
"1740","PF03230","0"
"1741","PF03232","0"
"1742","PF03235","0"
"1743","PF03237","0"
"1744","PF03239","0"
"1745","PF03241","0"
"1746","PF03243","0"
"1747","PF03245","0"
"1748","PF03253","0"
"1749","PF03255","0"
"1750","PF03259","0"
"1751","PF03264","0"
"1752","PF03266","0"
"1753","PF03269","0"
"1754","PF03270","0"
"1755","PF03275","0"
"1756","PF03279","0"
"1757","PF03280","0"
"1758","PF03283","0"
"1759","PF03288","0"
"1760","PF03297","0"
"1761","PF03301","0"
"1762","PF03306","0"
"1763","PF03308","0"
"1764","PF03309","0"
"1765","PF03313","0"
"1766","PF03315","0"
"1767","PF03319","0"
"1768","PF03320","0"
"1769","PF03321","0"
"1770","PF03323","0"
"1771","PF03328","0"
"1772","PF03330","0"
"1773","PF03331","0"
"1774","PF03332","0"
"1775","PF03334","0"
"1776","PF03349","0"
"1777","PF03350","0"
"1778","PF03351","0"
"1779","PF03352","0"
"1780","PF03354","0"
"1781","PF03357","0"
"1782","PF03358","0"
"1783","PF03364","0"
"1784","PF03367","0"
"1785","PF03372","0"
"1786","PF03374","0"
"1787","PF03379","0"
"1788","PF03382","0"
"1789","PF03389","0"
"1790","PF03390","0"
"1791","PF03400","0"
"1792","PF03401","0"
"1793","PF03403","0"
"1794","PF03404","0"
"1795","PF03405","0"
"1796","PF03406","0"
"1797","PF03407","0"
"1798","PF03411","0"
"1799","PF03412","0"
"1800","PF03413","0"
"1801","PF03415","0"
"1802","PF03417","0"
"1803","PF03418","0"
"1804","PF03419","0"
"1805","PF03422","0"
"1806","PF03423","1"
"1807","PF03425","0"
"1808","PF03428","0"
"1809","PF03432","0"
"1810","PF03435","0"
"1811","PF03437","0"
"1812","PF03439","0"
"1813","PF03441","0"
"1814","PF03442","0"
"1815","PF03444","0"
"1816","PF03445","0"
"1817","PF03446","0"
"1818","PF03447","0"
"1819","PF03448","0"
"1820","PF03449","0"
"1821","PF03450","0"
"1822","PF03453","0"
"1823","PF03454","0"
"1824","PF03457","0"
"1825","PF03458","0"
"1826","PF03459","0"
"1827","PF03460","0"
"1828","PF03461","0"
"1829","PF03462","0"
"1830","PF03463","0"
"1831","PF03464","0"
"1832","PF03465","0"
"1833","PF03466","0"
"1834","PF03471","0"
"1835","PF03472","0"
"1836","PF03473","0"
"1837","PF03475","0"
"1838","PF03476","0"
"1839","PF03477","0"
"1840","PF03479","0"
"1841","PF03480","0"
"1842","PF03481","0"
"1843","PF03483","0"
"1844","PF03484","0"
"1845","PF03485","0"
"1846","PF03486","0"
"1847","PF03496","0"
"1848","PF03502","0"
"1849","PF03503","0"
"1850","PF03504","2"
"1851","PF03522","0"
"1852","PF03524","0"
"1853","PF03527","0"
"1854","PF03534","0"
"1855","PF03537","0"
"1856","PF03538","0"
"1857","PF03544","0"
"1858","PF03547","0"
"1859","PF03548","0"
"1860","PF03550","0"
"1861","PF03551","0"
"1862","PF03552","0"
"1863","PF03553","0"
"1864","PF03559","1"
"1865","PF03561","0"
"1866","PF03562","0"
"1867","PF03567","0"
"1868","PF03571","0"
"1869","PF03572","0"
"1870","PF03573","0"
"1871","PF03575","0"
"1872","PF03576","0"
"1873","PF03577","0"
"1874","PF03583","0"
"1875","PF03587","0"
"1876","PF03588","1"
"1877","PF03590","0"
"1878","PF03591","0"
"1879","PF03592","0"
"1880","PF03594","0"
"1881","PF03595","0"
"1882","PF03596","0"
"1883","PF03597","0"
"1884","PF03598","0"
"1885","PF03599","0"
"1886","PF03600","0"
"1887","PF03601","0"
"1888","PF03602","0"
"1889","PF03603","0"
"1890","PF03604","0"
"1891","PF03605","0"
"1892","PF03606","0"
"1893","PF03608","0"
"1894","PF03609","0"
"1895","PF03610","0"
"1896","PF03611","0"
"1897","PF03612","0"
"1898","PF03613","0"
"1899","PF03616","0"
"1900","PF03618","0"
"1901","PF03621","0"
"1902","PF03625","0"
"1903","PF03626","0"
"1904","PF03629","0"
"1905","PF03630","0"
"1906","PF03631","0"
"1907","PF03632","0"
"1908","PF03633","0"
"1909","PF03636","0"
"1910","PF03640","0"
"1911","PF03641","0"
"1912","PF03644","0"
"1913","PF03646","0"
"1914","PF03647","0"
"1915","PF03648","0"
"1916","PF03649","0"
"1917","PF03652","0"
"1918","PF03653","0"
"1919","PF03657","0"
"1920","PF03658","0"
"1921","PF03663","0"
"1922","PF03664","1"
"1923","PF03668","0"
"1924","PF03672","0"
"1925","PF03677","1"
"1926","PF03682","0"
"1927","PF03683","0"
"1928","PF03684","0"
"1929","PF03685","0"
"1930","PF03686","0"
"1931","PF03690","0"
"1932","PF03691","1"
"1933","PF03692","0"
"1934","PF03693","0"
"1935","PF03695","0"
"1936","PF03698","0"
"1937","PF03699","0"
"1938","PF03701","0"
"1939","PF03702","0"
"1940","PF03703","0"
"1941","PF03704","0"
"1942","PF03705","0"
"1943","PF03706","0"
"1944","PF03707","0"
"1945","PF03709","0"
"1946","PF03710","0"
"1947","PF03711","0"
"1948","PF03712","0"
"1949","PF03713","0"
"1950","PF03714","0"
"1951","PF03717","0"
"1952","PF03719","0"
"1953","PF03720","0"
"1954","PF03721","0"
"1955","PF03724","0"
"1956","PF03725","0"
"1957","PF03726","0"
"1958","PF03727","0"
"1959","PF03729","0"
"1960","PF03733","0"
"1961","PF03734","0"
"1962","PF03737","0"
"1963","PF03738","0"
"1964","PF03739","0"
"1965","PF03740","0"
"1966","PF03741","0"
"1967","PF03742","1"
"1968","PF03743","0"
"1969","PF03744","0"
"1970","PF03745","0"
"1971","PF03746","0"
"1972","PF03747","0"
"1973","PF03748","0"
"1974","PF03749","0"
"1975","PF03750","0"
"1976","PF03752","0"
"1977","PF03755","0"
"1978","PF03756","0"
"1979","PF03764","0"
"1980","PF03767","0"
"1981","PF03771","0"
"1982","PF03772","0"
"1983","PF03773","0"
"1984","PF03775","0"
"1985","PF03776","0"
"1986","PF03777","0"
"1987","PF03779","0"
"1988","PF03780","0"
"1989","PF03781","0"
"1990","PF03783","0"
"1991","PF03786","0"
"1992","PF03787","0"
"1993","PF03788","0"
"1994","PF03793","0"
"1995","PF03795","0"
"1996","PF03796","0"
"1997","PF03797","0"
"1998","PF03799","0"
"1999","PF03802","0"
"2000","PF03803","0"
"2001","PF03806","0"
"2002","PF03807","0"
"2003","PF03808","0"
"2004","PF03811","0"
"2005","PF03812","0"
"2006","PF03814","0"
"2007","PF03816","0"
"2008","PF03817","0"
"2009","PF03818","0"
"2010","PF03819","0"
"2011","PF03824","0"
"2012","PF03825","0"
"2013","PF03829","0"
"2014","PF03830","0"
"2015","PF03831","0"
"2016","PF03833","0"
"2017","PF03837","0"
"2018","PF03838","0"
"2019","PF03840","0"
"2020","PF03841","0"
"2021","PF03843","0"
"2022","PF03845","0"
"2023","PF03846","0"
"2024","PF03848","0"
"2025","PF03851","0"
"2026","PF03852","0"
"2027","PF03853","0"
"2028","PF03860","0"
"2029","PF03861","0"
"2030","PF03862","0"
"2031","PF03864","0"
"2032","PF03865","0"
"2033","PF03869","0"
"2034","PF03872","0"
"2035","PF03873","0"
"2036","PF03874","0"
"2037","PF03876","0"
"2038","PF03880","0"
"2039","PF03881","0"
"2040","PF03882","0"
"2041","PF03883","0"
"2042","PF03884","1"
"2043","PF03885","0"
"2044","PF03886","0"
"2045","PF03887","0"
"2046","PF03888","0"
"2047","PF03889","0"
"2048","PF03891","0"
"2049","PF03892","0"
"2050","PF03894","0"
"2051","PF03895","0"
"2052","PF03899","0"
"2053","PF03900","0"
"2054","PF03901","0"
"2055","PF03903","0"
"2056","PF03911","0"
"2057","PF03912","0"
"2058","PF03916","0"
"2059","PF03918","0"
"2060","PF03922","0"
"2061","PF03923","0"
"2062","PF03924","0"
"2063","PF03925","0"
"2064","PF03927","0"
"2065","PF03928","0"
"2066","PF03929","0"
"2067","PF03932","0"
"2068","PF03934","0"
"2069","PF03937","0"
"2070","PF03938","0"
"2071","PF03942","0"
"2072","PF03946","0"
"2073","PF03947","0"
"2074","PF03948","0"
"2075","PF03949","0"
"2076","PF03950","0"
"2077","PF03951","0"
"2078","PF03952","0"
"2079","PF03956","0"
"2080","PF03958","0"
"2081","PF03959","0"
"2082","PF03960","0"
"2083","PF03961","0"
"2084","PF03963","0"
"2085","PF03965","0"
"2086","PF03966","0"
"2087","PF03967","0"
"2088","PF03968","0"
"2089","PF03969","0"
"2090","PF03971","0"
"2091","PF03972","0"
"2092","PF03974","0"
"2093","PF03975","0"
"2094","PF03976","0"
"2095","PF03977","0"
"2096","PF03979","0"
"2097","PF03981","0"
"2098","PF03982","0"
"2099","PF03983","0"
"2100","PF03984","0"
"2101","PF03988","0"
"2102","PF03989","0"
"2103","PF03990","0"
"2104","PF03992","0"
"2105","PF03993","0"
"2106","PF03994","0"
"2107","PF03995","0"
"2108","PF04002","0"
"2109","PF04007","0"
"2110","PF04008","0"
"2111","PF04009","0"
"2112","PF04010","0"
"2113","PF04011","0"
"2114","PF04012","0"
"2115","PF04013","0"
"2116","PF04014","0"
"2117","PF04015","0"
"2118","PF04016","0"
"2119","PF04017","0"
"2120","PF04018","0"
"2121","PF04019","0"
"2122","PF04020","0"
"2123","PF04021","0"
"2124","PF04023","0"
"2125","PF04024","0"
"2126","PF04025","0"
"2127","PF04026","0"
"2128","PF04027","0"
"2129","PF04028","0"
"2130","PF04029","0"
"2131","PF04030","0"
"2132","PF04032","0"
"2133","PF04034","0"
"2134","PF04038","0"
"2135","PF04039","0"
"2136","PF04041","0"
"2137","PF04042","0"
"2138","PF04052","0"
"2139","PF04055","0"
"2140","PF04060","0"
"2141","PF04066","0"
"2142","PF04068","0"
"2143","PF04069","0"
"2144","PF04070","0"
"2145","PF04071","0"
"2146","PF04072","0"
"2147","PF04073","0"
"2148","PF04074","0"
"2149","PF04075","0"
"2150","PF04076","0"
"2151","PF04077","0"
"2152","PF04079","0"
"2153","PF04085","0"
"2154","PF04087","0"
"2155","PF04093","0"
"2156","PF04095","0"
"2157","PF04098","0"
"2158","PF04101","0"
"2159","PF04102","0"
"2160","PF04104","0"
"2161","PF04107","0"
"2162","PF04115","0"
"2163","PF04116","0"
"2164","PF04120","0"
"2165","PF04122","0"
"2166","PF04123","0"
"2167","PF04126","0"
"2168","PF04127","0"
"2169","PF04131","0"
"2170","PF04134","0"
"2171","PF04135","0"
"2172","PF04138","0"
"2173","PF04140","0"
"2174","PF04143","0"
"2175","PF04149","0"
"2176","PF04151","0"
"2177","PF04165","0"
"2178","PF04166","0"
"2179","PF04167","0"
"2180","PF04168","0"
"2181","PF04170","0"
"2182","PF04172","0"
"2183","PF04173","0"
"2184","PF04175","0"
"2185","PF04182","0"
"2186","PF04183","0"
"2187","PF04185","0"
"2188","PF04186","0"
"2189","PF04187","0"
"2190","PF04188","0"
"2191","PF04191","0"
"2192","PF04193","0"
"2193","PF04198","0"
"2194","PF04199","0"
"2195","PF04200","0"
"2196","PF04203","0"
"2197","PF04204","0"
"2198","PF04205","0"
"2199","PF04206","0"
"2200","PF04207","0"
"2201","PF04208","0"
"2202","PF04209","0"
"2203","PF04210","0"
"2204","PF04211","0"
"2205","PF04212","0"
"2206","PF04213","0"
"2207","PF04214","0"
"2208","PF04216","0"
"2209","PF04217","0"
"2210","PF04219","0"
"2211","PF04220","0"
"2212","PF04221","0"
"2213","PF04222","0"
"2214","PF04223","0"
"2215","PF04224","0"
"2216","PF04225","0"
"2217","PF04226","0"
"2218","PF04227","0"
"2219","PF04228","0"
"2220","PF04229","0"
"2221","PF04230","0"
"2222","PF04231","0"
"2223","PF04232","0"
"2224","PF04233","0"
"2225","PF04234","0"
"2226","PF04235","0"
"2227","PF04237","0"
"2228","PF04238","0"
"2229","PF04239","0"
"2230","PF04240","0"
"2231","PF04241","0"
"2232","PF04242","0"
"2233","PF04244","0"
"2234","PF04245","0"
"2235","PF04246","0"
"2236","PF04247","0"
"2237","PF04248","0"
"2238","PF04250","0"
"2239","PF04252","0"
"2240","PF04253","1"
"2241","PF04254","0"
"2242","PF04255","0"
"2243","PF04256","0"
"2244","PF04257","0"
"2245","PF04259","0"
"2246","PF04260","0"
"2247","PF04261","0"
"2248","PF04262","0"
"2249","PF04263","0"
"2250","PF04264","0"
"2251","PF04265","0"
"2252","PF04266","0"
"2253","PF04267","1"
"2254","PF04268","0"
"2255","PF04269","1"
"2256","PF04270","0"
"2257","PF04273","0"
"2258","PF04277","0"
"2259","PF04278","0"
"2260","PF04279","0"
"2261","PF04280","0"
"2262","PF04282","0"
"2263","PF04283","0"
"2264","PF04284","0"
"2265","PF04285","0"
"2266","PF04286","0"
"2267","PF04287","1"
"2268","PF04288","0"
"2269","PF04289","0"
"2270","PF04290","0"
"2271","PF04293","0"
"2272","PF04294","0"
"2273","PF04295","0"
"2274","PF04296","0"
"2275","PF04297","0"
"2276","PF04298","0"
"2277","PF04299","0"
"2278","PF04301","0"
"2279","PF04303","0"
"2280","PF04304","0"
"2281","PF04305","0"
"2282","PF04306","0"
"2283","PF04307","0"
"2284","PF04308","0"
"2285","PF04309","0"
"2286","PF04310","0"
"2287","PF04311","1"
"2288","PF04312","0"
"2289","PF04313","0"
"2290","PF04314","0"
"2291","PF04315","1"
"2292","PF04316","0"
"2293","PF04317","0"
"2294","PF04319","0"
"2295","PF04320","0"
"2296","PF04321","0"
"2297","PF04322","0"
"2298","PF04324","0"
"2299","PF04325","0"
"2300","PF04326","0"
"2301","PF04327","0"
"2302","PF04328","0"
"2303","PF04332","0"
"2304","PF04333","0"
"2305","PF04335","0"
"2306","PF04336","0"
"2307","PF04337","0"
"2308","PF04338","0"
"2309","PF04339","0"
"2310","PF04340","0"
"2311","PF04341","0"
"2312","PF04342","0"
"2313","PF04343","0"
"2314","PF04344","0"
"2315","PF04345","0"
"2316","PF04346","0"
"2317","PF04347","0"
"2318","PF04348","0"
"2319","PF04349","0"
"2320","PF04350","0"
"2321","PF04351","0"
"2322","PF04352","0"
"2323","PF04353","0"
"2324","PF04354","0"
"2325","PF04355","0"
"2326","PF04356","0"
"2327","PF04357","0"
"2328","PF04358","0"
"2329","PF04359","0"
"2330","PF04361","0"
"2331","PF04362","1"
"2332","PF04363","0"
"2333","PF04364","0"
"2334","PF04365","0"
"2335","PF04366","0"
"2336","PF04367","0"
"2337","PF04368","0"
"2338","PF04371","0"
"2339","PF04375","0"
"2340","PF04376","0"
"2341","PF04377","0"
"2342","PF04378","0"
"2343","PF04379","0"
"2344","PF04380","0"
"2345","PF04381","0"
"2346","PF04383","0"
"2347","PF04384","0"
"2348","PF04386","0"
"2349","PF04389","0"
"2350","PF04390","0"
"2351","PF04391","0"
"2352","PF04392","0"
"2353","PF04393","0"
"2354","PF04394","0"
"2355","PF04397","0"
"2356","PF04399","0"
"2357","PF04400","0"
"2358","PF04402","0"
"2359","PF04403","0"
"2360","PF04404","0"
"2361","PF04405","0"
"2362","PF04406","0"
"2363","PF04407","0"
"2364","PF04408","0"
"2365","PF04409","0"
"2366","PF04410","0"
"2367","PF04411","0"
"2368","PF04412","0"
"2369","PF04413","0"
"2370","PF04414","0"
"2371","PF04415","0"
"2372","PF04417","0"
"2373","PF04422","0"
"2374","PF04423","0"
"2375","PF04430","0"
"2376","PF04432","0"
"2377","PF04434","0"
"2378","PF04439","0"
"2379","PF04442","0"
"2380","PF04443","0"
"2381","PF04444","0"
"2382","PF04445","0"
"2383","PF04446","0"
"2384","PF04450","0"
"2385","PF04452","0"
"2386","PF04453","0"
"2387","PF04454","0"
"2388","PF04455","0"
"2389","PF04456","0"
"2390","PF04457","0"
"2391","PF04459","0"
"2392","PF04461","0"
"2393","PF04463","0"
"2394","PF04464","0"
"2395","PF04465","0"
"2396","PF04466","0"
"2397","PF04468","0"
"2398","PF04471","0"
"2399","PF04472","0"
"2400","PF04473","0"
"2401","PF04474","0"
"2402","PF04475","0"
"2403","PF04476","0"
"2404","PF04480","0"
"2405","PF04481","0"
"2406","PF04483","0"
"2407","PF04485","0"
"2408","PF04486","0"
"2409","PF04488","0"
"2410","PF04492","0"
"2411","PF04493","0"
